Doctor id,Doctor Name,Specialization,Disease-treated,City,Review_text,Cost
210,dr-iqra-anwar,neurologist,"paralysis, brain hemorrhage",sargodha,"Satisfied, Satisfied, Great Human being and very professional Dr., Great Human being and very professional Dr., verry good, verry good, Dr iqra is very nice in behavior she is very kind and give full attention to her patient, Dr iqra is very nice in behavior she is very kind and give full attention to her patient, Doctor, s attention is very hopeful she is very nice lady, Doctor, s attention is very hopeful she is very nice lady, I am fully satisfied, I am fully satisfied, Everything is good , Everything is good , Patient must be given always a friendly and fare treatmosphare, Patient must be given always a friendly and fare treatmosphare, Satisfied , Satisfied , Satisfied, Satisfied, Satisfied, Satisfied",1000
211,dr-mirza-naushad-baig,neurologist,"paralysis, brain hemorrhage",karachi,"Truly satisfied with doctor.. He listens your all problems and satisfied patient sO kindly.. glad to have him as my doctor.., Truly satisfied with doctor.. He listens your all problems and satisfied patient sO kindly.. glad to have him as my doctor.., Amazingly competant dr. He treated my MIL recently, and we are very satisfied. He corrected the dosage of the previous dr. And let's just say that it changed my MILs life. Highly recommend him. , Amazingly competant dr. He treated my MIL recently, and we are very satisfied. He corrected the dosage of the previous dr. And let's just say that it changed my MILs life. Highly recommend him. , very nice doctor plus nice person.  listen all my problems nd given all answers. , very nice doctor plus nice person.  listen all my problems nd given all answers. , Very good experience, Very good experience, good doctor, good doctor, Satisfied, Satisfied",500
212,dr-muhammad-ahmar,neurologist,"paralysis, brain hemorrhage",lahore,"Thank you  , He is very good doctor and I am happy, Thank you  , He is very good doctor and I am happy, No doubt,He is great doctor,may allah bless him., No doubt,He is great doctor,may allah bless him., He is very Good, I am satisfied and happy, He is very Good, I am satisfied and happy, Dr is very professional doctor ,I really thankful to him, Dr is very professional doctor ,I really thankful to him, Dr is great 5 out of 5, Dr is great 5 out of 5, Dr is professional and very thorough and updated, Dr is professional and very thorough and updated, He is very impressive doctor and very kind ,Thank you, He is very impressive doctor and very kind ,Thank you, I visited him and he is very good , I rate him 4.8 out of 5, I visited him and he is very good , I rate him 4.8 out of 5, Very polite and gentle personality. Great doctor., Very polite and gentle personality. Great doctor., I visited Dr Ahmer found him the best doctor. He is competent in his domain and listens to the patient very carefully and humbly. His way of examining is excellent. I would recommend him as one of the best doctor in the town., I visited Dr Ahmer found him the best doctor. He is competent in his domain and listens to the patient very carefully and humbly. His way of examining is excellent. I would recommend him as one of the best doctor in the town., Doctor sahib checked our pt fully and as our patient had untreatabe issues but helped us in guidance for further treatment and day to day comfort, Doctor sahib checked our pt fully and as our patient had untreatabe issues but helped us in guidance for further treatment and day to day comfort, Nice person , Nice person , Good Doctor I like it, Good Doctor I like it, Satisfied , Satisfied , fully satisfied , fully satisfied ",1500
213,dr-muhammad-bilal-waheed,neurologist,"paralysis, brain hemorrhage",jaranwala,"Thank you very much Marham and Doctor!! Dr Muhammad Bilal Waheed is so friendly, Competent & Capable in Neurology   and I am very thankful that you are in this area to care for me., Thank you very much Marham and Doctor!! Dr Muhammad Bilal Waheed is so friendly, Competent & Capable in Neurology   and I am very thankful that you are in this area to care for me., Thank you very much! Dr Muhammad Bilal Waheed is so friendly, Competent & Capable in Neurology   and I am very thankful that you are in this area to care for me., Thank you very much! Dr Muhammad Bilal Waheed is so friendly, Competent & Capable in Neurology   and I am very thankful that you are in this area to care for me., Perhaps one of the smartest, youngest, and most caring doctors I have known. Serving community with a big heart and wide arms. Sherlock Holmes of Medicine , Perhaps one of the smartest, youngest, and most caring doctors I have known. Serving community with a big heart and wide arms. Sherlock Holmes of Medicine , By far the most patient, caring and loving physician I have known mashallah. Young and enthusiastic. Destined to be The Godfather of Neurology very soon inshallah , By far the most patient, caring and loving physician I have known mashallah. Young and enthusiastic. Destined to be The Godfather of Neurology very soon inshallah , It was an exceptional experience with the doctor  I was surprised at how easily the diagnosis was reached and he explained the treatment process very thoroughly and in simple words for us to understand not like the usual technical stuff some doctors say all the time but in simple terms .. I am very satisfied with the treatment for my mother and highly recommend this doctor., It was an exceptional experience with the doctor  I was surprised at how easily the diagnosis was reached and he explained the treatment process very thoroughly and in simple words for us to understand not like the usual technical stuff some doctors say all the time but in simple terms .. I am very satisfied with the treatment for my mother and highly recommend this doctor., It was an exceptional experience with the doctor  I was surprised at how easily the diagnosis was reached and he explained the treatment process very thoroughly and in simple words for us to understand not like the usual technical stuff some doctors say all the time but in simple terms .. I am very satisfied with the treatment for my mother and highly recommend this doctor., It was an exceptional experience with the doctor  I was surprised at how easily the diagnosis was reached and he explained the treatment process very thoroughly and in simple words for us to understand not like the usual technical stuff some doctors say all the time but in simple terms .. I am very satisfied with the treatment for my mother and highly recommend this doctor., One of the finest Neurophysicians in Lahore. Great diagnostic skills., One of the finest Neurophysicians in Lahore. Great diagnostic skills., Highly Recommended. One Of Best Neurophyscian., Highly Recommended. One Of Best Neurophyscian., You will always come out of his clinic fully satisfied IA. , You will always come out of his clinic fully satisfied IA. , Dr Bilal is one of the really hardworking and passionate young doctors  I have visited, I had severe back pain, visited some doctors but wasn’t satisfied at all  and then one of my friends recommended me to visit him,  he listened my history throughly and patiently and prescribed me medicines, Alhamdulilah I feel much better now
Allah apke hath me mazeed shifa  de Ameen. Highly recommend!!! , Dr Bilal is one of the really hardworking and passionate young doctors  I have visited, I had severe back pain, visited some doctors but wasn’t satisfied at all  and then one of my friends recommended me to visit him,  he listened my history throughly and patiently and prescribed me medicines, Alhamdulilah I feel much better now
Allah apke hath me mazeed shifa  de Ameen. Highly recommend!!! , Talented doctor in town no doubt, Talented doctor in town no doubt, Very nice humble with good clinical approach, Very nice humble with good clinical approach, Wonderful Doctor......Best one , Wonderful Doctor......Best one , Dr. Sab you did great, Dr. Sab you did great, One of the very good doctors in Faisalabad. Extremely professional and knows how to deal with the patient's problems., One of the very good doctors in Faisalabad. Extremely professional and knows how to deal with the patient's problems., Friendly and handsome doctor! , Friendly and handsome doctor! , Dr. Bilal is a superior doctor as well as possessing a high moral character. At a young age, they are capable of intelligence with a complete grasp on their work, Dr. Bilal is a superior doctor as well as possessing a high moral character. At a young age, they are capable of intelligence with a complete grasp on their work, Dr. Muhammad bilal is a superior doctor as well as possessing a high moral character. At a young age, they are capable of intelligence with a complete grasp on their work, Dr. Muhammad bilal is a superior doctor as well as possessing a high moral character. At a young age, they are capable of intelligence with a complete grasp on their work, Dr. Muhammad bilal is a superior doctor as well as possessing a high moral character. At a young age, they are capable of intelligence with a complete grasp on their work, Dr. Muhammad bilal is a superior doctor as well as possessing a high moral character. At a young age, they are capable of intelligence with a complete grasp on their work, V good checkup by dr bilal. Em totally satisfied by his conversation and sittting and em feelng that ma disease is almost half gone., V good checkup by dr bilal. Em totally satisfied by his conversation and sittting and em feelng that ma disease is almost half gone., Hi there 
I just wana say dr Bilal is the best doctor in town 
I was his patient 
His diagnosis was perfect 
He treated my like his friend 
He gave me a very low dose and Alhamdullillah I was feeling perfect in few days 
His experience his nature his body His behaviour 
All Appreciated , Hi there 
I just wana say dr Bilal is the best doctor in town 
I was his patient 
His diagnosis was perfect 
He treated my like his friend 
He gave me a very low dose and Alhamdullillah I was feeling perfect in few days 
His experience his nature his body His behaviour 
All Appreciated , The most caring and empathetic physician I know! Knows his specialty very well., The most caring and empathetic physician I know! Knows his specialty very well., The best doctor in town. 100% Satisfied. , The best doctor in town. 100% Satisfied. , The best doctor in town. 100% Satisfied. will recommend as well., The best doctor in town. 100% Satisfied. will recommend as well., One of the best Neurophyscian in Faisalabad
Briefs the patient throughly about his problem and counsels them. , One of the best Neurophyscian in Faisalabad
Briefs the patient throughly about his problem and counsels them. , He's very composed, empathetic, and concerned about his patients , He's very composed, empathetic, and concerned about his patients , He's Experienced, composed , companionate and very much concerned about his patients., He's Experienced, composed , companionate and very much concerned about his patients.",1000
214,dr-muhammad-saleem-barech,neurologist,"paralysis, brain hemorrhage",quetta,"prof muhammad saleem barech is a complete package of Humanity., prof muhammad saleem barech is a complete package of Humanity., ALLAH PAK 
Doctor Sab ko Lambi zindagi da kushi da shyat da Ameen sum Ameen
Best Doctor great Man, ALLAH PAK 
Doctor Sab ko Lambi zindagi da kushi da shyat da Ameen sum Ameen
Best Doctor great Man, He was a well known dr, He was a well known dr, Me ap ka bhut brha fan ho me aj arha ho ap ke pass ek marez lekar ap bht ache ho me ek sopi pthan ho, Me ap ka bhut brha fan ho me aj arha ho ap ke pass ek marez lekar ap bht ache ho me ek sopi pthan ho, Waiting is the biggest issue when you have already an appointment., Waiting is the biggest issue when you have already an appointment., Good experience, Good experience, He was a good doctor my patient was satisfiad, He was a good doctor my patient was satisfiad, Good, Good, Thanks it was gratefully, Thanks it was gratefully, Doctor is realy kind and competent, Doctor is realy kind and competent, Nice good doc. Chexk throughly., Nice good doc. Chexk throughly., Satisfied, Satisfied, A mechanism for patient count and random treatment is highly unacceptable., A mechanism for patient count and random treatment is highly unacceptable., After visiting dr Salem  Barech my pain heals, After visiting dr Salem  Barech my pain heals, Good, Good, Good, Good, Good doctor saleem barech neurologist, Good doctor saleem barech neurologist, very ecexellet service, very ecexellet service, I m soo impressed Nd satisfied from his experience Nd wel mannered  humanity. Inshallah I wil be always concern to the Dr.Muhammad saleem Barech. , I m soo impressed Nd satisfied from his experience Nd wel mannered  humanity. Inshallah I wil be always concern to the Dr.Muhammad saleem Barech. , Such a great and humble dr i have ever met and batter in treatment than alot of specialists and shows very patience to his patients., Such a great and humble dr i have ever met and batter in treatment than alot of specialists and shows very patience to his patients.",500
215,dr-numan-akram,neurologist,"paralysis, brain hemorrhage",faisalabad,"A good doctor with nice behaviour, quick and right diagnose, A good doctor with nice behaviour, quick and right diagnose, He is an amazing doc not in terms of treatment only but as a prsn also..Very personal,polite & caring towards his patients.. humble personality & highly professional in his approach,i would strongly recommend him..May God bless him..., He is an amazing doc not in terms of treatment only but as a prsn also..Very personal,polite & caring towards his patients.. humble personality & highly professional in his approach,i would strongly recommend him..May God bless him..., Good experience, Good experience, Dr Nauman Akram is a very Professional to his field, Alhamdulillah he treated me well with his professional skills, I am 100% satisfied from Dr Nauman, Dr Nauman Akram is a very Professional to his field, Alhamdulillah he treated me well with his professional skills, I am 100% satisfied from Dr Nauman, Satisfied, Satisfied, 80 % good, 80 % good",1000
216,dr-rashid-imran,neurologist,"paralysis, brain hemorrhage",lahore,"Experienced Dr. Good in dealing. Recommended , Experienced Dr. Good in dealing. Recommended , Dr Rashid is a really humble and one of the best doctors I have ever seen. I took my mother for checkup at Doctors Hospital Emergency, he treated her really well Alhamdollilah and my mother recovered and we are always thankful to Respectable Doctor Rashid, I wish we could have more caring  doctors like him in Pakistan. , Dr Rashid is a really humble and one of the best doctors I have ever seen. I took my mother for checkup at Doctors Hospital Emergency, he treated her really well Alhamdollilah and my mother recovered and we are always thankful to Respectable Doctor Rashid, I wish we could have more caring  doctors like him in Pakistan. , Yes off course he is a great man, very experienced and kind person, once I call him and prescribed some medications without any fee. I live you Dr. Sahb, Yes off course he is a great man, very experienced and kind person, once I call him and prescribed some medications without any fee. I live you Dr. Sahb, excellent facility though the doctor got late due to some emergency. Pretty understand able, excellent facility though the doctor got late due to some emergency. Pretty understand able, satisfied, satisfied, I visited dr rashid imran he is excellent doctor i pray for him brilliunt future with good success
, I visited dr rashid imran he is excellent doctor i pray for him brilliunt future with good success
, I visited dr rashid imran for my son. He diagnosed disease of my son with best treatment. He is a good doctor l pray for him for brilliunt future with great success, I visited dr rashid imran for my son. He diagnosed disease of my son with best treatment. He is a good doctor l pray for him for brilliunt future with great success, ma  ny 2 consultation li h 2no bht ache rhe. , ma  ny 2 consultation li h 2no bht ache rhe. , A Very good dr and human being as
 Well. I have  a  very  good  experience  with  Dr Rashid  Imran., A Very good dr and human being as
 Well. I have  a  very  good  experience  with  Dr Rashid  Imran., A Very good dr and human being as
 Well. I have  a  very  good  experience  with  Dr Rashid  Imran., A Very good dr and human being as
 Well. I have  a  very  good  experience  with  Dr Rashid  Imran., He is very intelligent and kind doctor, his way of curing people is really appreciatable. God bless him always , He is very intelligent and kind doctor, his way of curing people is really appreciatable. God bless him always , Well, Dr Rashid Imran is very competent in his field 
He is polite and listens to patient very positively 
May ALLAH grant him with more honour , Well, Dr Rashid Imran is very competent in his field 
He is polite and listens to patient very positively 
May ALLAH grant him with more honour , great doctor. very experience person???????, great doctor. very experience person???????, Good experience. Dr. Rashid is a kind hearted and humble person., Good experience. Dr. Rashid is a kind hearted and humble person., Great Doctor. Very kind and humble behavior. He has very good in examining patients. I am very satisfied., Great Doctor. Very kind and humble behavior. He has very good in examining patients. I am very satisfied., He is good in diagnosis and humble to listen the patient., He is good in diagnosis and humble to listen the patient., Thanks to MARHAM...for providing me a well  experienced Doctor..., Thanks to MARHAM...for providing me a well  experienced Doctor...",500
217,dr-saeed-arslan-haider,neurologist,"paralysis, brain hemorrhage",gujranwala,"I visited the doctor for my father check up. Through check up carried out . Later on provide assistance on appearing the other symptoms for their evaluation and I think so, guided on the right track.Thanks., I visited the doctor for my father check up. Through check up carried out . Later on provide assistance on appearing the other symptoms for their evaluation and I think so, guided on the right track.Thanks.",1500
218,dr-sajjad-naseer,neurologist,"paralysis, brain hemorrhage",lahore,"Extremely satisfied. Great doctor and even better human being. One of the most God fearing doctor i've ever seen., Extremely satisfied. Great doctor and even better human being. One of the most God fearing doctor i've ever seen., Satisfied, ALHAMDULILLAH, Satisfied, ALHAMDULILLAH, Excellent relationship building, Excellent relationship building, Doctor is good communicator and check patient record briefly but the environment of the clinic is not good staff is not well trained., Doctor is good communicator and check patient record briefly but the environment of the clinic is not good staff is not well trained., Fully satisfied..., Fully satisfied..., A Good doctor with best experience, A Good doctor with best experience, My visit was satisfactory i would like to go for the follow up check as test are recommended for further treatment. I would hope for a better result after that., My visit was satisfactory i would like to go for the follow up check as test are recommended for further treatment. I would hope for a better result after that., Very professional Doctor attitude and give attention to the patient , Very professional Doctor attitude and give attention to the patient , Good doctors, Good doctors",500
219,dr-shahid-mustafa,neurologist,"paralysis, brain hemorrhage",karachi,"A very fine doctor, changed and modified my mom's prescription to great affect, she has Parkinson's, highly recommended., A very fine doctor, changed and modified my mom's prescription to great affect, she has Parkinson's, highly recommended., Best Neurologist, Best Neurologist, We will continue visit your website for any doctor appointments , We will continue visit your website for any doctor appointments , great Dr sb, great Dr sb, Not much satisfied but, Not much satisfied but, Dr Shahid sb is professional and dedicated person.He has the potential to know the personality disorder and underlined issue of a person without any test.I am grateful to Marham to connect me to Dr sb., Dr Shahid sb is professional and dedicated person.He has the potential to know the personality disorder and underlined issue of a person without any test.I am grateful to Marham to connect me to Dr sb., Dr shahid was very intelligent and brilliant doc ., Dr shahid was very intelligent and brilliant doc ., Good luck, Good luck, Overall very thing was good and satisfactory, Overall very thing was good and satisfactory, The receptionist at desk told plan of treatment after Dr consultation which was astonishing. In my opinion receptionist’s plan forces patient to think about continuation of treatment in your clinic., The receptionist at desk told plan of treatment after Dr consultation which was astonishing. In my opinion receptionist’s plan forces patient to think about continuation of treatment in your clinic., satisfied  to contact with marham group., satisfied  to contact with marham group., total professional enviroments., total professional enviroments., good FRIENDLY  doctor , good FRIENDLY  doctor ",1500
220,dr-shazia-jatoi,neurologist,"paralysis, brain hemorrhage",karachi,"Very cooperative & loving personality.most experience but no response of reception for marham booking person.a lot of time waist after getting payment slip. but I found the best doctor in my life., Very cooperative & loving personality.most experience but no response of reception for marham booking person.a lot of time waist after getting payment slip. but I found the best doctor in my life., She is very sincere Dr. Every time she's gives maximum time in each of our visit and listens all the concerns. After my father many of my family members went to see her and was very satisfied with her consultation. , She is very sincere Dr. Every time she's gives maximum time in each of our visit and listens all the concerns. After my father many of my family members went to see her and was very satisfied with her consultation. , Your treatment to my epilepsy is best. The medicines prescribed by you are really treating my epilepsy and is making me feel comfortable.
You are the best neurologist I have ever concerned to. And you immediately give response to any serious condition of a patient on message and even on call too., Your treatment to my epilepsy is best. The medicines prescribed by you are really treating my epilepsy and is making me feel comfortable.
You are the best neurologist I have ever concerned to. And you immediately give response to any serious condition of a patient on message and even on call too., Dr Shazia is very caring and professional. I am very truthful and impressed with her diagnosis and treatment. She is one of the A++ Doctor amoung Neuro Psychiatrists.  I always refer her to my friends n family's with neuro illness., Dr Shazia is very caring and professional. I am very truthful and impressed with her diagnosis and treatment. She is one of the A++ Doctor amoung Neuro Psychiatrists.  I always refer her to my friends n family's with neuro illness., Professional behaviour, expirenced doctor, highly recomended, Professional behaviour, expirenced doctor, highly recomended, Professional behaviour, experienced doctor,highly recomended , Professional behaviour, experienced doctor,highly recomended , Very very kind doctor,completely satisfied!!, Very very kind doctor,completely satisfied!!, Dr. Shazia Jatoi is one of the most compassionate, empathetic and professional Doctor. 

Thank you for everything you have done.
We really appreciate you for all your cooperation and efforts.
Thank you for being so kind and humble.

Highly recommended., Dr. Shazia Jatoi is one of the most compassionate, empathetic and professional Doctor. 

Thank you for everything you have done.
We really appreciate you for all your cooperation and efforts.
Thank you for being so kind and humble.

Highly recommended., A very professional Doctor. Satisfactory experience. , A very professional Doctor. Satisfactory experience. , Very cooperative & loving personality.most experience but no response of reception for marham booking person.a lot of time waist after getting payment slip. but I found the best doctor in my life., Very cooperative & loving personality.most experience but no response of reception for marham booking person.a lot of time waist after getting payment slip. but I found the best doctor in my life., Dr Shazia is a very impressive doctor, she does thorough checkup and is very helpful, guiding and caring , Dr Shazia is a very impressive doctor, she does thorough checkup and is very helpful, guiding and caring , Best Doctor, Best Doctor, My experience  with Dr. Shazia has always been very satisfying.  She examines the case and suggests just exactly what's needed. Even this time the suggested medicine and prescription was very satisfying. , My experience  with Dr. Shazia has always been very satisfying.  She examines the case and suggests just exactly what's needed. Even this time the suggested medicine and prescription was very satisfying. , Yes I am very satisfied with the care and attention that I have received.”, Yes I am very satisfied with the care and attention that I have received.”, She is a very sincere Dr. Gives proper time to each one of your visit.After my father many of my family members visited her and they all were very satisfied. , She is a very sincere Dr. Gives proper time to each one of your visit.After my father many of my family members visited her and they all were very satisfied. , The whole experience is great. The way you treat us its something that is missing in most of the doctors nowadays. The treatment of yours help the patient in their sickness time and make it perfect. , The whole experience is great. The way you treat us its something that is missing in most of the doctors nowadays. The treatment of yours help the patient in their sickness time and make it perfect. , I am very much satisfied with Dr. Shazia as she is different from other doctors. Her best point is that she completely understands and listen carefully what exactly patient wants to say or explain. She is too calm and good in her expertise. 
Thanks, I am very much satisfied with Dr. Shazia as she is different from other doctors. Her best point is that she completely understands and listen carefully what exactly patient wants to say or explain. She is too calm and good in her expertise. 
Thanks, I have a wonderful Experience as a patient of Shazia she is a nice personality and caring , I have a wonderful Experience as a patient of Shazia she is a nice personality and caring , Our experience is very good. Your talent and caring manner is a tribute to medical profession and she is very humble  and kind in nature , Our experience is very good. Your talent and caring manner is a tribute to medical profession and she is very humble  and kind in nature , It was a wonderful experience in this kind of situation. , It was a wonderful experience in this kind of situation. , She’s doing her job amazingly. Dr Shazia deals with her patients in way which is absolutely appreciable. An amazing doctor MashAllah! , She’s doing her job amazingly. Dr Shazia deals with her patients in way which is absolutely appreciable. An amazing doctor MashAllah! , The most amazing doctor i have ever met! The way she deals with her patients is absolutely appreciable. MashAllah , The most amazing doctor i have ever met! The way she deals with her patients is absolutely appreciable. MashAllah , Yes very much.
Dr Shazia is very professional and her diagnoais n treatment to neuro psychiatry illness is exceptional., Yes very much.
Dr Shazia is very professional and her diagnoais n treatment to neuro psychiatry illness is exceptional., She is nice, carrying and humble Dr. She tharoughly check the patient then recommend the medician., She is nice, carrying and humble Dr. She tharoughly check the patient then recommend the medician., Alhamdulillah. Our experience with Respected Dr. Shazia Jatoi was excellent. May Allah bless her. Her diagnose was excellent  which led to regain my fathers health from 20% to 90% . Her prescribed test and medicines were 100% perfect for my father to regain his health. Consecutive guideliness from Dr. helping us alot. I strongly recommend other patients who are looking for neurophysician consultantion to boom their appointment from Dr Shazia. Allah has put cure in her hands. Lots of prayers from my side. Muhammad Asif Malik/Muhammad Azeem Malik, Alhamdulillah. Our experience with Respected Dr. Shazia Jatoi was excellent. May Allah bless her. Her diagnose was excellent  which led to regain my fathers health from 20% to 90% . Her prescribed test and medicines were 100% perfect for my father to regain his health. Consecutive guideliness from Dr. helping us alot. I strongly recommend other patients who are looking for neurophysician consultantion to boom their appointment from Dr Shazia. Allah has put cure in her hands. Lots of prayers from my side. Muhammad Asif Malik/Muhammad Azeem Malik, Alhamdulillah she is a very good doctor. She listen to us.One gets satisfied after sharing her or his problems , Alhamdulillah she is a very good doctor. She listen to us.One gets satisfied after sharing her or his problems , We are extremely satisfied.
 Dr. Shazia is very humble and well experience neurologist. I would recommend other patients as well for her consultation.

Khalid, We are extremely satisfied.
 Dr. Shazia is very humble and well experience neurologist. I would recommend other patients as well for her consultation.

Khalid, Good experience! Very capable doctor and experienced. , Good experience! Very capable doctor and experienced. , I have very good experience good doctor .. and it’s very easy app, I have very good experience good doctor .. and it’s very easy app, 100% satisfied, 100% satisfied, My wife suffering from Alzheimer’s Disease. She needed an urgent consultation today. Dr. Shazia Jatoi was very kind listener to patient’s history and current condition., My wife suffering from Alzheimer’s Disease. She needed an urgent consultation today. Dr. Shazia Jatoi was very kind listener to patient’s history and current condition., Dr. Shazia is Very soft spoken i m really satisfied wd her, Dr. Shazia is Very soft spoken i m really satisfied wd her, Amazing service quick appointment confirmation received, Amazing service quick appointment confirmation received, very good, very good, Satisfied, Satisfied",500
221,dr-sidrah-nawaz,neurologist,"paralysis, brain hemorrhage",rawalpindi,"Bohat hi achi Dr ha achy sy ake ake point explain karti and fully satisfy karti patient ko, Bohat hi achi Dr ha achy sy ake ake point explain karti and fully satisfy karti patient ko, She is very knowledge and humbal, She is very knowledge and humbal, 100% Satisfied with the treatment, 100% Satisfied with the treatment, Highly recommended, Highly recommended, She did not interrupt me and consulted us in a very  patient manner, She did not interrupt me and consulted us in a very  patient manner, Highly Professional, Satisfied with the consultation, Highly Professional, Satisfied with the consultation, Satisfied, Satisfied, Satisfied , Satisfied , Satisfied, Satisfied, Satisfied, Satisfied",2000
222,dr-sohaib-hasan,neurologist,"paralysis, brain hemorrhage",multan,"Highly satisfied , Highly satisfied , Satisfied, Satisfied, Satisfied, Satisfied, Highly satisfied, Marham bht acha kam kr raha hy, Highly satisfied, Marham bht acha kam kr raha hy, Satisfied , Satisfied , Satisfied , Satisfied ",1000
223,dr-talha-vaqar,neurologist,"paralysis, brain hemorrhage",rawalpindi,"Fine visit, Fine visit, Awesome. Dr. Talha Vaqar is super knowledgeable and listens to you., Awesome. Dr. Talha Vaqar is super knowledgeable and listens to you., V happy with doctor the way he took this history of patient and listened him carefully.., V happy with doctor the way he took this history of patient and listened him carefully.., It was a good experience. He is very professional and communicative., It was a good experience. He is very professional and communicative., Great facilities. Dr. Talha Vaqar' bedside manner and thoroughness was excellent., Great facilities. Dr. Talha Vaqar' bedside manner and thoroughness was excellent., Dr. Talha and his staff were very friendly and professional. Great experience!, Dr. Talha and his staff were very friendly and professional. Great experience!, Dr. Talha Vaqar explained the best treatment options to me for good understanding and to make the right choices. I like his methodology., Dr. Talha Vaqar explained the best treatment options to me for good understanding and to make the right choices. I like his methodology., Very good hospital and doctor, Very good hospital and doctor, Quick, efficient, personable and great bedside manner. Highly recommended., Quick, efficient, personable and great bedside manner. Highly recommended., Satisfied with the dr. Check up, Satisfied with the dr. Check up, Dr talha waqar is so frndly and brief all about the disease and the proper treatment as well..he actually diagnoise the problm very fast aur started the treatment and Alhamdolillah it works 100%, Dr talha waqar is so frndly and brief all about the disease and the proper treatment as well..he actually diagnoise the problm very fast aur started the treatment and Alhamdolillah it works 100%, doc ny meri batain tawaja sy suni or mojhy un k bary main bohot achy sy guide kia., doc ny meri batain tawaja sy suni or mojhy un k bary main bohot achy sy guide kia., Very professional doctor, Very professional doctor, Good, Good",500
224,dr-zaheer-ahmad,neurologist,"paralysis, brain hemorrhage",faisalabad,"best neurologist in town ...thank you doc, best neurologist in town ...thank you doc, He is such a nice doctor in town highly satisfied, He is such a nice doctor in town highly satisfied, nice doctor good person, nice doctor good person, Satisfied with Dr. Checkup, Satisfied with Dr. Checkup, The doctor's attitude towards the patient was very nice, The doctor's attitude towards the patient was very nice, Alhmdulillah.. He's very Kind Doctor. May Allah he live long and healthy life , Alhmdulillah.. He's very Kind Doctor. May Allah he live long and healthy life , He's best in town.
, He's best in town.
, He's best in town.
, He's best in town.
, Allhamdulilah! Dr zaheer ahmed is a best neuro Physician & Medical Specialist in Faisalabad., Allhamdulilah! Dr zaheer ahmed is a best neuro Physician & Medical Specialist in Faisalabad., Being our family Doctor, we are very satisfied with Dr Sahib. He is very competent Physician as well as a humble person, who is genuinely interested in the well being of patients. , Being our family Doctor, we are very satisfied with Dr Sahib. He is very competent Physician as well as a humble person, who is genuinely interested in the well being of patients. , Doctor is very kind, Doctor is very kind, Very Good experience
Very nice doctor and experienced.
Dr listen our problem very humbly and politely. He is a very kind person., Very Good experience
Very nice doctor and experienced.
Dr listen our problem very humbly and politely. He is a very kind person.",500
225,dr-abdul-munaf-saud,orthologist,"psoriasis, osteoarthristis, cervical spondylosis",bahawalpur,"My auntie was suffering from arthritis he consulted us so well am satisfied with the treatment, My auntie was suffering from arthritis he consulted us so well am satisfied with the treatment, Fabulous Dr., Fabulous Dr., Am very satisfied with my ankle treatment, Am very satisfied with my ankle treatment, Recommended, Recommended, Very competent and professional Dr., Very competent and professional Dr., I belong to health sector since 1992 having almost 30 years experience, as the my observation Dr Abdul Manaf Saud is very competent orthopedic doctor &  optimistic dedicated surgeon very humble friendly well communicator human being specially with patients and there attender, I belong to health sector since 1992 having almost 30 years experience, as the my observation Dr Abdul Manaf Saud is very competent orthopedic doctor &  optimistic dedicated surgeon very humble friendly well communicator human being specially with patients and there attender, Dedicated person for patients, Dedicated person for patients, One of the best orthopedic surgeon in the city with best skills and very humble personality, One of the best orthopedic surgeon in the city with best skills and very humble personality, All is good and bettar, All is good and bettar, Satisfied, Satisfied",2000
226,dr-abdus-saboor-awan,orthologist,"psoriasis, osteoarthristis, cervical spondylosis",abbottabad,"Best orthopedic surgeon in town, Best orthopedic surgeon in town, Highly satisfied., Highly satisfied., He is very professional orthopedic surgeon., He is very professional orthopedic surgeon., The best Doctor in the town, The best Doctor in the town, Doc sb cheaked more vigorously..., Doc sb cheaked more vigorously..., Good treatment, Good treatment, Dr is very cooperative, experience full and decent personality.
, Dr is very cooperative, experience full and decent personality.
, It everything was ok., It everything was ok., Highly Satisfied., Highly Satisfied., Highly Satisfied., Highly Satisfied., Fully Satisfied., Fully Satisfied.",500
